,id,name,amenity,geometry
383,4289340920,N/A,cafe,POINT (-58.3769073 -34.5922939)
384,4289359642,Bonafide,cafe,POINT (-58.381834 -34.6148193)
385,4293492791,Don Segundo Fiambrería y Cafetería,cafe,POINT (-58.4164531 -34.6235018)
386,4293917792,Café Martínez,cafe,POINT (-58.3830097 -34.5933251)
387,4293962890,La Tolva,cafe,POINT (-58.4298293 -34.618575)
388,4312087308,Retamas,cafe,POINT (-58.4682892 -34.5731747)
389,4312146519,Café Martínez,cafe,POINT (-58.3891158 -34.6088994)
390,4313772379,Tea Connection,cafe,POINT (-58.4644944 -34.5682454)
391,4313772383,Maru Botana,cafe,POINT (-58.4640133 -34.5679389)
392,4313772384,Maru Botana,cafe,POINT (-58.4639055 -34.567873)
393,4314954702,Cafezenda,cafe,POINT (-58.4381075 -34.573279)
394,4315225518,Crisol,cafe,POINT (-58.4580985 -34.5725136)
395,4315225521,Tienda de Café,cafe,POINT (-58.4596134 -34.5730512)
396,4315225523,Starbucks,cafe,POINT (-58.4594726 -34.5728802)
397,4318837525,Bonafide,cafe,POINT (-58.4610883 -34.6282256)
398,4322117366,Havanna,cafe,POINT (-58.4599867 -34.5745566)
399,4333696086,Café Crespin,cafe,POINT (-58.4391676 -34.5973113)
400,4333982566,Havanna,cafe,POINT (-58.4384482 -34.5994908)
401,4343045277,Sheikob's Bagels,cafe,POINT (-58.4357792 -34.5682317)
402,4351620189,Piacere,cafe,POINT (-58.3647729 -34.6014985)
403,4353264748,Starbucks,cafe,POINT (-58.4882128 -34.5456385)
404,4358155400,El Podio,cafe,POINT (-58.4413701 -34.5815649)
405,4371621098,Café Metro Bar,cafe,POINT (-58.3825443 -34.6022877)
406,4374610037,Café Libros del Pasaje,cafe,POINT (-58.4298158 -34.5868304)
407,4374610042,N/A,cafe,POINT (-58.4276922 -34.5860222)
408,4374640919,N/A,cafe,POINT (-58.4277304 -34.5875271)
409,4379848252,Paseo de Las Luces,cafe,POINT (-58.3743625 -34.6101854)
410,4379938189,Tienda de Café,cafe,POINT (-58.3871755 -34.5969977)
411,4383819008,Rapanui,cafe,POINT (-58.3876249 -34.5932762)
412,4386417032,Morci Café,cafe,POINT (-58.4388045 -34.6039355)
413,4402584926,La Paz,cafe,POINT (-58.3857187 -34.6199332)
414,4404465497,Starbucks,cafe,POINT (-58.3739015 -34.6045565)
415,4419135392,Café Martínez,cafe,POINT (-58.4563957 -34.5617102)
416,4438536628,Torcuato & Regina,cafe,POINT (-58.3762436 -34.5934103)
417,4444201894,Le Pain Quotidien,cafe,POINT (-58.4051465 -34.5770091)
418,4444702789,Le Blé,cafe,POINT (-58.3744034 -34.6195794)
419,4448075890,Almacén Bevant,cafe,POINT (-58.3910164 -34.590695)
420,4449921485,Naon Shop,cafe,POINT (-58.4767944 -34.5630761)
421,4459641091,N/A,cafe,POINT (-58.4132244 -34.5805251)
422,4467197644,Café Martínez,cafe,POINT (-58.4561034 -34.6123988)
423,4475799799,Le Pain Quotidien,cafe,POINT (-58.3936363 -34.5892074)
424,4477694189,Blanca,cafe,POINT (-58.4228328 -34.5735614)
425,4479361590,Tea Connection,cafe,POINT (-58.4231364 -34.5748152)
426,4479361689,Benedetta,cafe,POINT (-58.4229629 -34.5738106)
427,4482218203,Maru Botana,cafe,POINT (-58.448521 -34.5619937)
428,4482456195,N/A,cafe,POINT (-58.437331 -34.583224)
429,4484621790,La panera rosa,cafe,POINT (-58.4259162 -34.5890153)
430,4487063260,Tostado,cafe,POINT (-58.4540407 -34.5603058)
431,4490809614,Simon,cafe,POINT (-58.4365654 -34.5648916)
432,4490809926,Bonafide,cafe,POINT (-58.4571465 -34.5596022)
433,4508676371,N/A,cafe,POINT (-58.4473023 -34.5568403)
434,4511148592,Malvón,cafe,POINT (-58.4391103 -34.5943338)
435,4513944252,Piccolo,cafe,POINT (-58.4610629 -34.5533489)
436,4522452791,Lucca Heladería Boutique,cafe,POINT (-58.4750693 -34.5645346)
437,4535692429,Confitera Monet,cafe,POINT (-58.3889537 -34.5893505)
438,4538721908,Bar Rayuela,cafe,POINT (-58.4862514 -34.5966484)
439,4543191192,La casa de Maga,cafe,POINT (-58.5214956 -34.6339689)
440,4551223791,Clarisimo Café,cafe,POINT (-58.3850228 -34.5906498)
441,4551458437,Cafe,cafe,POINT (-58.3705585 -34.6027119)
442,4551458441,Hot,cafe,POINT (-58.3696362 -34.6144424)
443,4557746621,La Esquina de Goyo,cafe,POINT (-58.4364942 -34.5639689)
444,4564172631,Vivaldi,cafe,POINT (-58.3842387 -34.6209479)
445,4564223075,El Familiar,cafe,POINT (-58.3814749 -34.6287565)
446,4565463457,Bar Arizona,cafe,POINT (-58.3978321 -34.6308045)
447,4565999338,Bautista,cafe,POINT (-58.4626868 -34.5600414)
448,4566829989,vive cafe,cafe,POINT (-58.4359088 -34.5816814)
449,4567331604,La Esquina de Omar,cafe,POINT (-58.3773504 -34.6298922)
450,4567331618,Starbucks,cafe,POINT (-58.3757053 -34.6341148)
451,4567348387,Havanna,cafe,POINT (-58.3728331 -34.6319139)
452,4567348689,Tienda de Cafe,cafe,POINT (-58.3725484 -34.6316365)
453,4569095673,Café Martínez,cafe,POINT (-58.3748639 -34.6380799)
454,4569312988,Starbucks,cafe,POINT (-58.3723805 -34.60341)
455,4581389594,Havanna,cafe,POINT (-58.3745087 -34.5910978)
456,4581697994,Brioche Doree,cafe,POINT (-58.4376206 -34.5676602)
457,4581732390,Full City Coffee House,cafe,POINT (-58.4316378 -34.5885344)
458,4586088773,La Exposición,cafe,POINT (-58.3936574 -34.6070185)
459,4586088774,Eloisa,cafe,POINT (-58.3934028 -34.6070376)
460,4589936879,Saujil,cafe,POINT (-58.4171797 -34.6392611)
461,4591103819,Per-Noi Cafe,cafe,POINT (-58.4256608 -34.6325284)
462,4593336890,Le Ble,cafe,POINT (-58.423617 -34.5800784)
463,4594573589,Comida Central,cafe,POINT (-58.4275741 -34.5881623)
464,4598669292,Café Martínez,cafe,POINT (-58.435978 -34.6348303)
465,4598714793,Rapanui,cafe,POINT (-58.4489295 -34.6278184)
466,4598775437,Bonafide,cafe,POINT (-58.4359452 -34.6345177)
467,4598898966,Cafe Bar,cafe,POINT (-58.4063255 -34.6339259)
468,4600593736,Di Pietro,cafe,POINT (-58.4098097 -34.6451771)
469,4602463028,N/A,cafe,POINT (-58.3889063 -34.6336363)
470,4602463037,N/A,cafe,POINT (-58.3881245 -34.6348359)
471,4602555978,Caravana,cafe,POINT (-58.3897943 -34.6338602)
472,4604935301,Cafetería,cafe,POINT (-58.4116904 -34.6530575)
473,4613025289,Havanna,cafe,POINT (-58.4049967 -34.5935798)
474,4613147672,Suizo Café,cafe,POINT (-58.5052503 -34.5345793)
475,4614529889,Boss Caffe,cafe,POINT (-58.5065819 -34.5491228)
476,4617237090,El Mirador,cafe,POINT (-58.444381 -34.5904511)
477,4617585991,Pau Pei,cafe,POINT (-58.4450418 -34.5894395)
478,4621138848,Café Martínez,cafe,POINT (-58.4671321 -34.5499173)
479,4625675695,B-Blue,cafe,POINT (-58.4273868 -34.5894348)
480,4625675791,Croque Madame,cafe,POINT (-58.4005416 -34.5827298)
481,4625691391,N/A,cafe,POINT (-58.4266174 -34.5889128)
482,4626925789,Tienda de Café,cafe,POINT (-58.4429926 -34.5677846)
483,4630570705,Starbucks,cafe,POINT (-58.3652796 -34.6164562)
484,4632819813,Daiu 1,cafe,POINT (-58.4919178 -34.5705264)
485,4632890493,Das's,cafe,POINT (-58.4956443 -34.5724673)
486,4633147715,Rimon,cafe,POINT (-58.4120441 -34.5794235)
487,4633175993,La Esquina,cafe,POINT (-58.5029005 -34.5733925)
488,4636001591,Bonafide,cafe,POINT (-58.4249156 -34.58387)
489,4636007590,Lattente,cafe,POINT (-58.428024 -34.5861658)
490,4636073794,Bryant,cafe,POINT (-58.4372019 -34.5660764)
491,4636139916,Havanna,cafe,POINT (-58.4743968 -34.5815189)
492,4636181016,Havanna,cafe,POINT (-58.4349701 -34.5673332)
493,4636181021,Preto,cafe,POINT (-58.4358127 -34.5668575)
494,4637946122,Café Martínez,cafe,POINT (-58.4789623 -34.5789669)
495,4638114583,La Reina,cafe,POINT (-58.4797625 -34.5787761)
496,4646167202,N/A,cafe,POINT (-58.4731406 -34.6154518)
497,4646205013,Take Away,cafe,POINT (-58.4710137 -34.5456782)
498,4648582500,Tío Tempo,cafe,POINT (-58.4640016 -34.5543287)
499,4653068920,Shop,cafe,POINT (-58.4851329 -34.5891467)
500,4654148821,The Coffe Store,cafe,POINT (-58.5142525 -34.6072002)
501,4654337629,Chocorisimo,cafe,POINT (-58.4336992 -34.5832826)
502,4654445656,Caffé del Doge,cafe,POINT (-58.5131032 -34.6019647)
503,4654492886,Café Martínez,cafe,POINT (-58.5039612 -34.618983)
504,4654669217,Amarillo,cafe,POINT (-58.5102758 -34.6332733)
505,4654713828,Lo de Titi,cafe,POINT (-58.4783058 -34.5335896)
506,4656979626,Chungo,cafe,POINT (-58.4988506 -34.5843847)
507,4656998124,Cafe Altares,cafe,POINT (-58.4644923 -34.6111225)
508,4657106738,Trappola,cafe,POINT (-58.4877405 -34.5752214)
509,4657141450,Medialunas,cafe,POINT (-58.4938682 -34.5878275)
510,4657306810,Balcarce,cafe,POINT (-58.4520345 -34.5799674)
511,4657707011,Café Martínez,cafe,POINT (-58.4478015 -34.5746571)
512,4657793252,La Argentina,cafe,POINT (-58.4636174 -34.5750394)
513,4658048368,Minutas y Mucho Más,cafe,POINT (-58.490807 -34.5608981)
514,4658080728,Plaza Irlanda,cafe,POINT (-58.4768304 -34.6174379)
515,4660392327,Mati's,cafe,POINT (-58.4830109 -34.5658061)
516,4660584592,Helados & Cafe,cafe,POINT (-58.4921458 -34.6031988)
517,4660663457,New Time,cafe,POINT (-58.4927032 -34.6024449)
518,4660984069,Bonafide,cafe,POINT (-58.4922575 -34.6126472)
519,4661192739,El Villano Cafe,cafe,POINT (-58.4830616 -34.6091129)
520,4668479396,Biutiful,cafe,POINT (-58.4532879 -34.5623556)
521,4668538670,Polilla,cafe,POINT (-58.4661088 -34.5477916)
522,4668709340,Café del Centro,cafe,POINT (-58.4626863 -34.5852262)
523,4668965217,Juan Pablo Refetto,cafe,POINT (-58.433067 -34.5909639)
524,4668965234,Tipo Siete,cafe,POINT (-58.4311546 -34.5921761)
525,4668983108,Cuadra,cafe,POINT (-58.4859717 -34.5451274)
526,4669464796,Caffé del Doge,cafe,POINT (-58.3881219 -34.5982561)
527,4669653705,Hasta la Masa,cafe,POINT (-58.4367156 -34.5948439)
528,4669989803,Laberinto Espacial,cafe,POINT (-58.4105816 -34.5970904)
529,4670105100,Jumaro,cafe,POINT (-58.4975206 -34.5307982)
530,4670184643,Hausbrot,cafe,POINT (-58.3630566 -34.6106802)
531,4670216287,i Fresh,cafe,POINT (-58.36323 -34.6115564)
532,4670216491,Espresso House,cafe,POINT (-58.3634456 -34.6101997)
533,4670221217,Brioche Dorée,cafe,POINT (-58.3645424 -34.6006608)
534,4672698935,Punto Cuore,cafe,POINT (-58.3902784 -34.6138659)
535,4673084827,Sumo,cafe,POINT (-58.3771444 -34.6173215)
536,4673141148,Bar Piedras,cafe,POINT (-58.3774552 -34.6173378)
537,4673201436,Café Martínez,cafe,POINT (-58.3914341 -34.6202915)
538,4673693844,Big Bang,cafe,POINT (-58.4120098 -34.6039389)
539,4673693845,Café Martínez,cafe,POINT (-58.4117955 -34.603934)
540,4674041204,Café Martínez,cafe,POINT (-58.4032667 -34.5963975)
541,4674041513,Tilo,cafe,POINT (-58.4120536 -34.5828037)
542,4675107159,El Viejo,cafe,POINT (-58.476227 -34.6067939)
543,4675107194,Calvarico,cafe,POINT (-58.4802107 -34.6081747)
544,4675113796,Havanna,cafe,POINT (-58.3840236 -34.6036839)
545,4675203182,La Nueva San Agustín,cafe,POINT (-58.4022345 -34.5832443)
546,4675203199,Bonafide,cafe,POINT (-58.4015418 -34.5834769)
547,4675229605,Amaretto,cafe,POINT (-58.485604 -34.6082977)
548,4675260765,Take & Caffee,cafe,POINT (-58.3920516 -34.59379)
549,4675260771,Valence,cafe,POINT (-58.3920003 -34.5940782)
550,4675262353,Como,cafe,POINT (-58.3762278 -34.6102954)
551,4675262363,Santa Cafe,cafe,POINT (-58.3779396 -34.6117761)
552,4675347205,Hausbrot,cafe,POINT (-58.4104088 -34.5823541)
553,4676824394,Havanna,cafe,POINT (-58.3882419 -34.6039956)
554,4676836864,La Casa del Dulce de Leche,cafe,POINT (-58.3717828 -34.6165351)
555,4676901089,Havanna,cafe,POINT (-58.3981289 -34.6044497)
556,4677108202,Iberia,cafe,POINT (-58.4525155 -34.5999307)
557,4677180785,Del Amanecer,cafe,POINT (-58.3740429 -34.6160439)
558,4677312663,Cafe San Juan,cafe,POINT (-58.3728011 -34.616121)
559,4677413921,Il Sorpasso,cafe,POINT (-58.37249 -34.620773)
560,4678723266,Terrazas,cafe,POINT (-58.3717226 -34.6184306)
561,4678794637,Origen Cafe,cafe,POINT (-58.3740864 -34.6206665)
562,4678927219,Flipa,cafe,POINT (-58.5264971 -34.6205303)
563,4680378093,ArCo Vision,cafe,POINT (-58.4822258 -34.6284382)
564,4683454792,Café Martínez,cafe,POINT (-58.3809313 -34.6009842)
565,4683621784,McCafé,cafe,POINT (-58.3901723 -34.6044088)
566,4684267345,Bonafide,cafe,POINT (-58.5192304 -34.6539025)
567,4684412983,Bonafide,cafe,POINT (-58.5050853 -34.6537748)
568,4685697234,Baronia,cafe,POINT (-58.5205544 -34.6634567)
569,4686255291,Delicious,cafe,POINT (-58.471883 -34.6260897)
570,4687863959,Bonafide,cafe,POINT (-58.4174784 -34.6108101)
571,4687892913,The Coffee Store,cafe,POINT (-58.4250685 -34.613076)
572,4689211599,Starbucks,cafe,POINT (-58.4088731 -34.6042804)
573,4689796880,Roma,cafe,POINT (-58.4412566 -34.6202905)
574,4689807358,Havanna,cafe,POINT (-58.445116 -34.6219621)
575,4690926824,Bonafide,cafe,POINT (-58.4392945 -34.605755)
576,4692520694,Bricco,cafe,POINT (-58.3991955 -34.6095648)
577,4693050032,Las Delicias San Juan,cafe,POINT (-58.4148629 -34.6254233)
578,4693054657,Isla de Capri,cafe,POINT (-58.4066397 -34.6244522)
579,4693076779,Cafe del Biografo,cafe,POINT (-58.3927965 -34.6229534)
580,4696178990,Le Moulin de la Fleur,cafe,POINT (-58.4003852 -34.5898332)
581,4697752904,Charlotte,cafe,POINT (-58.5070582 -34.6685168)
582,4697828912,Lemón,cafe,POINT (-58.5144131 -34.6600856)
583,4698137078,Negro,cafe,POINT (-58.3781058 -34.5964721)
584,4698230450,Café Martínez,cafe,POINT (-58.3731917 -34.6033828)
585,4698973811,Santa Cafe,cafe,POINT (-58.3777866 -34.6116868)
586,4698995206,Dolce Far Niente,cafe,POINT (-58.3781467 -34.611709)
587,4699596718,La Gran Via,cafe,POINT (-58.3950375 -34.6095412)
588,4699626860,Bonafide,cafe,POINT (-58.401684 -34.6100391)
589,4699633803,Havanna,cafe,POINT (-58.4032256 -34.6101381)
590,4699637186,Alessandro,cafe,POINT (-58.4660537 -34.6451849)
591,4699671230,Licuados Cafe,cafe,POINT (-58.376651 -34.608044)
592,4699680597,Bonafide,cafe,POINT (-58.4709963 -34.6312576)
593,4699847783,Starbucks,cafe,POINT (-58.3787727 -34.6033661)
594,4699848002,Havanna,cafe,POINT (-58.377685 -34.6033167)
595,4700006242,Dos Escudos,cafe,POINT (-58.380224 -34.5927795)
596,4700151067,La Juana,cafe,POINT (-58.3710069 -34.6055183)
597,4700326059,Havanna,cafe,POINT (-58.4202225 -34.6113762)
598,4700327998,Carmelo's,cafe,POINT (-58.4216284 -34.6118677)
599,4700335532,Havanna,cafe,POINT (-58.4311968 -34.6161314)
600,4700335539,Gello,cafe,POINT (-58.4313758 -34.6162098)
601,4700350209,Bonafide,cafe,POINT (-58.4472999 -34.623188)
602,4700535782,Caffé del Doge,cafe,POINT (-58.4322169 -34.6018875)
603,4701817358,Tio Doke,cafe,POINT (-58.5094755 -34.6787519)
604,4701973464,La Lola,cafe,POINT (-58.5227041 -34.6877983)
605,4702072033,The Sandwich Market,cafe,POINT (-58.3781851 -34.5990575)
606,4702275638,Café Castelar,cafe,POINT (-58.3782055 -34.5987595)
607,4702320255,Pousser,cafe,POINT (-58.3779815 -34.5977172)
608,4702498415,Starbucks,cafe,POINT (-58.3746423 -34.5988527)
609,4702498427,My House,cafe,POINT (-58.3755379 -34.5988606)
610,4702498467,Tienda de Cafe,cafe,POINT (-58.3780974 -34.5990518)
611,4702531206,La Cueva,cafe,POINT (-58.3793969 -34.600055)
612,4702602243,Starbucks,cafe,POINT (-58.4065043 -34.597877)
613,4703936002,Bonafide,cafe,POINT (-58.376054 -34.6046899)
614,4704196757,Peppino,cafe,POINT (-58.3785998 -34.62056)
615,4704227094,Café Martínez,cafe,POINT (-58.4316114 -34.6257304)
616,4704539852,Deli Office,cafe,POINT (-58.3784903 -34.5987882)
617,4704539885,Starbucks,cafe,POINT (-58.3808006 -34.5988663)
618,4708546449,Light's Coffee,cafe,POINT (-58.4660513 -34.6352317)
619,4708800515,St. George Snack Bar,cafe,POINT (-58.3762288 -34.6000202)
620,4708896013,Havanna,cafe,POINT (-58.4171822 -34.5861242)
621,4708915789,Café de mi Pais,cafe,POINT (-58.3711908 -34.6006485)
622,4708915846,Florida,cafe,POINT (-58.3750956 -34.6005841)
623,4708915853,Havanna,cafe,POINT (-58.3754646 -34.6009813)
624,4708971763,Negro Cueva de Café,cafe,POINT (-58.3795568 -34.6008261)
625,4709002847,Alissandro,cafe,POINT (-58.5281581 -34.6582826)
626,4709130316,El Garfio,cafe,POINT (-58.4752835 -34.6382497)
627,4709185050,Tienda de Café,cafe,POINT (-58.4567393 -34.6320854)
628,4711339439,Starbucks,cafe,POINT (-58.3958916 -34.5956177)
629,4716537891,N/A,cafe,POINT (-58.4313139 -34.5921824)
630,4727943252,Tea Connection,cafe,POINT (-58.4362682 -34.5653697)
631,4727943254,Truffa,cafe,POINT (-58.4164175 -34.5846649)
632,4729378193,Tea Connection,cafe,POINT (-58.3973243 -34.5945335)
633,4730587321,Tea Connection,cafe,POINT (-58.3957749 -34.5903551)
634,4732155628,La Argentina,cafe,POINT (-58.3967384 -34.5909805)
635,4732785622,Maru Botana,cafe,POINT (-58.3800311 -34.5917236)
636,4740113322,Chungo Helados Café,cafe,POINT (-58.5034612 -34.6390864)
637,4744334235,Big Rabbit,cafe,POINT (-58.4505785 -34.5582748)
638,4744334344,Brisas,cafe,POINT (-58.450643 -34.5639316)
639,4746253894,Lisandro,cafe,POINT (-58.5213096 -34.6401511)
640,4749740996,Café Registrado,cafe,POINT (-58.4376981 -34.580134)
641,4764182876,CONFITERÍA SAN MIGUEL,cafe,POINT (-58.4239913 -34.6030537)
642,4767987227,Bar El Coloñal,cafe,POINT (-58.3744918 -34.6125186)
643,4785132921,Paladar Negro,cafe,POINT (-58.4213498 -34.5854073)
644,4802202749,Bar Broa,cafe,POINT (-58.4782768 -34.5431423)
645,4804028020,Luna del Sur,cafe,POINT (-58.4538174 -34.5590228)
646,4818173324,El Barcito,cafe,POINT (-58.4399782 -34.5900277)
647,4818944206,N/A,cafe,POINT (-58.5282226 -34.6424872)
648,4830907872,Confitería de Antaño,cafe,POINT (-58.3749586 -34.6254761)
649,4830907883,N/A,cafe,POINT (-58.3748452 -34.6257562)
650,4832747021,Le Pain Quotidien,cafe,POINT (-58.3671761 -34.6014089)
651,4833086616,Magazzino,cafe,POINT (-58.3940205 -34.5857612)
652,4842882528,Javi's Parrilla Restaurant & Cafeteria,cafe,POINT (-58.3791831 -34.6128037)
653,4858736102,Havanna,cafe,POINT (-58.4580793 -34.6047759)
654,4860583321,Le Pain Quotidien,cafe,POINT (-58.4276047 -34.5897936)
655,4876339321,The Shelter Coffee,cafe,POINT (-58.3807311 -34.591601)
656,4884946122,Bonafide,cafe,POINT (-58.4848956 -34.6347357)
657,4888803959,Provence,cafe,POINT (-58.4507124 -34.5628902)
658,4890610111,Tienda de Café,cafe,POINT (-58.451954 -34.5824424)
659,4904147224,Le Pain Quotidien,cafe,POINT (-58.4527489 -34.5624005)
660,4913060599,Shift Coffee,cafe,POINT (-58.4479518 -34.5583723)
661,4913060943,Memo Café,cafe,POINT (-58.4478604 -34.5584786)
662,4917663818,Havanna,cafe,POINT (-58.3650566 -34.6203981)
663,4925225908,Vitto,cafe,POINT (-58.4776477 -34.5759155)
664,4929201766,The Slow Kale,cafe,POINT (-58.4476475 -34.5581919)
665,4934853122,N/A,cafe,POINT (-58.3753096 -34.598077)
666,4944505486,Kalimera Kafes,cafe,POINT (-58.4368321 -34.5776454)
667,4957534711,Havanna,cafe,POINT (-58.4857958 -34.5741501)
668,4985350218,Usina Cafetera,cafe,POINT (-58.4815295 -34.5772614)
669,5041645621,Le Pain Quotidien,cafe,POINT (-58.38624 -34.5881156)
670,5067721621,Gran Dabbang,cafe,POINT (-58.4255276 -34.591114)
671,5075174521,McCafé,cafe,POINT (-58.3938338 -34.5890683)
672,5080422682,Juntos Hasta El Final,cafe,POINT (-58.5236113 -34.6296656)
673,5080422687,Estación Versalles,cafe,POINT (-58.523739 -34.6285029)
674,5093760997,Ristretto,cafe,POINT (-58.4393766 -34.5956472)
675,5093761008,E. Lamar Café,cafe,POINT (-58.5013678 -34.6037615)
676,5104441842,Le Pain Quotidien,cafe,POINT (-58.3937676 -34.5894228)
677,5104441843,Le Pain Quotidien,cafe,POINT (-58.4101841 -34.5881609)
678,5158797512,Establecimiento General de Café,cafe,POINT (-58.3886567 -34.6039829)
679,5158797513,The Coffee Store,cafe,POINT (-58.4125645 -34.5842181)
680,5158797514,Establecimiento General de Café,cafe,POINT (-58.3724937 -34.6009306)
681,5173759194,Tea Connection,cafe,POINT (-58.4349422 -34.6213701)
682,5173759195,Tea Connection,cafe,POINT (-58.3872653 -34.5911799)
683,5173759196,Tea Connection,cafe,POINT (-58.4097936 -34.5800494)
684,5173759197,Tea Connection,cafe,POINT (-58.4433663 -34.5681809)
685,5196104726,Surry Hills,cafe,POINT (-58.4278705 -34.5870681)
686,5226449821,Rosso Café Argentina,cafe,POINT (-58.37696 -34.6057944)
687,5228448428,Le Blé,cafe,POINT (-58.4732079 -34.5746216)
688,5228448461,Café Urbano,cafe,POINT (-58.4733266 -34.5744433)
689,5238938323,Café Petit,cafe,POINT (-58.5138733 -34.6486545)
690,5241195507,Café Martínez,cafe,POINT (-58.4506785 -34.555499)
691,5247872722,Cafe de los artistas,cafe,POINT (-58.3635278 -34.6392701)
692,5250479221,Alma,cafe,POINT (-58.4210409 -34.6050593)
693,5257882774,Öss,cafe,POINT (-58.4558095 -34.5546147)
694,5268514048,Estilo Cafe,cafe,POINT (-58.407119 -34.6914512)
695,5269980458,Feca,cafe,POINT (-58.4435642 -34.6251102)
696,5269980459,Le Blé,cafe,POINT (-58.4861308 -34.5783274)
697,5269980460,Le Blé,cafe,POINT (-58.4316471 -34.5668871)
698,5269980461,Le Blé,cafe,POINT (-58.433868 -34.6111002)
699,5269980462,Fulgor Café,cafe,POINT (-58.4191882 -34.5733672)
700,5269980463,Le Blé,cafe,POINT (-58.4212187 -34.5939239)
701,5269980467,Le Blé,cafe,POINT (-58.4462819 -34.5900587)
702,5269980468,Cotterie,cafe,POINT (-58.4642091 -34.5503218)
703,5269980469,Le Blé,cafe,POINT (-58.4362162 -34.5954209)
704,5269980470,Le Blé,cafe,POINT (-58.4621143 -34.5572776)
705,5269980471,Le Blé,cafe,POINT (-58.3908842 -34.5910794)
706,5269980473,Le Blé,cafe,POINT (-58.4239458 -34.6267314)
707,5269980474,Le Blé,cafe,POINT (-58.4162016 -34.5991147)
708,5277764820,G & G,cafe,POINT (-58.3985231 -34.6930252)
709,5278240817,South Cafe,cafe,POINT (-58.3944596 -34.7033007)
710,5278533161,Cafe Rico,cafe,POINT (-58.3958837 -34.7065503)
711,5349501721,Caffe le caravelle,cafe,POINT (-58.3771589 -34.6024771)
712,5353288901,Cafe Petit Victoria,cafe,POINT (-58.4106808 -34.5947612)
713,5358152926,Bonafide,cafe,POINT (-58.381116 -34.5994809)
714,5364634523,Tienda de Cafe,cafe,POINT (-58.4457573 -34.6068937)
715,5379866524,Togni's Café,cafe,POINT (-58.4522657 -34.5550375)
716,5381421012,Café BA,cafe,POINT (-58.4384009 -34.5681947)
717,5383362224,N/A,cafe,POINT (-58.3732154 -34.6184373)
718,5387131921,Duca,cafe,POINT (-58.4295328 -34.5871206)
719,5417632609,Tostado,cafe,POINT (-58.3882809 -34.5992402)
720,5422843923,MIGUEL Café,cafe,POINT (-58.4231339 -34.5882496)
721,5426766528,Cigaló,cafe,POINT (-58.4736132 -34.573261)
722,5443798745,Stumpy Coffee Point,cafe,POINT (-58.4476949 -34.5582181)
723,5446618549,Café Martínez,cafe,POINT (-58.3658037 -34.6139442)
724,5446618554,Pausar,cafe,POINT (-58.3657342 -34.6146654)
725,5462631642,Santal,cafe,POINT (-58.4505894 -34.5652538)
726,5463162321,Cafe des Amis,cafe,POINT (-58.3903807 -34.5950956)
727,5492448061,Datri,cafe,POINT (-58.3799455 -34.5976592)
728,5514538024,Café Martínez,cafe,POINT (-58.4142792 -34.6108433)
729,5541489522,Lazy Dog,cafe,POINT (-58.4228627 -34.5945747)
730,5544288869,Hábito Café,cafe,POINT (-58.3823013 -34.6154873)
731,5560460222,The Coffee Store,cafe,POINT (-58.4170737 -34.5845828)
732,5568060247,Agote,cafe,POINT (-58.4419542 -34.5588775)
733,5568061029,Côte Cafe,cafe,POINT (-58.4433308 -34.5597498)
734,5586691821,ALMA,cafe,POINT (-58.3823167 -34.6049474)
735,5597257321,Farinelli,cafe,POINT (-58.3800511 -34.5915892)
736,5600982930,Terrazas Cafe,cafe,POINT (-58.4453862 -34.6155722)
737,5605130644,Café Martínez,cafe,POINT (-58.3762878 -34.6113763)
738,5609573722,Anna's,cafe,POINT (-58.3734226 -34.6116556)
739,5627937927,Clo!,cafe,POINT (-58.5232599 -34.635711)
740,5654630847,Café Martínez,cafe,POINT (-58.4165207 -34.622829)
741,5654630848,Café Martínez,cafe,POINT (-58.5240455 -34.6131704)
742,5654630849,Café Martínez,cafe,POINT (-58.3711897 -34.5989212)
743,5661894334,Starbucks,cafe,POINT (-58.375489 -34.5968753)
744,5664689868,Nucha,cafe,POINT (-58.4613023 -34.5734513)
745,5664724121,Nucha,cafe,POINT (-58.4405237 -34.5793046)
746,5664810921,Café Martínez,cafe,POINT (-58.4744458 -34.6204453)
747,5664810922,Café Martínez,cafe,POINT (-58.417878 -34.6033426)
748,5664810923,Café Martínez,cafe,POINT (-58.3966403 -34.6047037)
749,5664810925,Café Martínez,cafe,POINT (-58.3922434 -34.6073545)
750,5670566993,Café Martínez,cafe,POINT (-58.3966979 -34.5874123)
751,5685393111,Angelato,cafe,POINT (-58.4140096 -34.5907526)
752,5685393114,Café Martínez,cafe,POINT (-58.4142081 -34.5906361)
753,5686139923,Café Martínez,cafe,POINT (-58.389399 -34.601689)
754,5686139924,Café Martínez,cafe,POINT (-58.5000502 -34.6490718)
755,5686139925,Café Martínez,cafe,POINT (-58.441582 -34.6088529)
756,5686139926,Café Martínez,cafe,POINT (-58.5124419 -34.6010532)
757,5686139927,Café Martínez,cafe,POINT (-58.4962655 -34.6002506)
758,5686369957,Café Martínez,cafe,POINT (-58.4561705 -34.5681969)
759,5686369958,Café Havanna,cafe,POINT (-58.4374903 -34.6185238)
760,5686369959,Café Martínez,cafe,POINT (-58.4457998 -34.622594)
761,5686369960,Café Martínez,cafe,POINT (-58.4867249 -34.5771575)
762,5686369962,Café Martínez,cafe,POINT (-58.3856982 -34.5976774)
